16186	16372	1
16186	17644	1
16186	18062	1
16186	18633	1
16186	22321	1
16186	27817	1
16186	29157	1
16186	29525	1
16186	33876	1
16186	40438	1
16186	44315	1
16186	45341	1
16186	46010	1
16186	46290	1
16186	46492	1
16186	46506	1
16186	51814	1
16186	51945	1
16186	52120	1
16186	52197	1
16186	59189	1
16186	65632	1
16186	65937	1
16186	66358	1
16186	67365	1
16186	68093	1
16186	78392	1
16186	94255	1
16186	96572	1
16186	98638	1
16186	98938	1
16186	100245	1
16186	101820	1
16186	104329	1
16186	131819	1
16186	133848	1
16186	133932	1
16186	134387	1
16186	134394	1
16186	134422	1
16186	134454	1
16186	134475	1
16186	134487	1
16186	134488	1
16186	134541	1
16186	135370	1
16186	135387	1
16186	135445	1
16186	135450	1
16186	135570	1
16186	135593	1
16186	135854	1
16186	135871	1
16186	135889	1
16186	136174	1
16186	136915	1
16186	151960	1
16186	167886	1
16186	168574	1
16186	169241	1
16186	169830	1
16186	171126	1
16186	172177	1
16186	177782	1
16186	179683	1
16186	183068	1
16186	186903	1
16186	186993	1
16186	195186	1
16186	242767	1
16372	17644	1
16372	18062	1
16372	18633	1
16372	22321	1
16372	27817	1
16372	29157	1
16372	29525	1
16372	33876	1
16372	40438	1
16372	44315	1
16372	45341	1
16372	46010	1
16372	46290	1
16372	46492	1
16372	46506	1
16372	51814	1
16372	51945	1
16372	52120	1
16372	52197	1
16372	59189	1
16372	65632	1
16372	65937	1
16372	66358	1
16372	67365	1
16372	68093	1
16372	78392	1
16372	94255	1
16372	96572	1
16372	98638	1
16372	98938	1
16372	100245	1
16372	101820	1
16372	104329	1
16372	131819	1
16372	133848	1
16372	133932	1
16372	134387	1
16372	134394	1
16372	134422	1
16372	134454	1
16372	134475	1
16372	134487	1
16372	134488	1
16372	134541	1
16372	135370	1
16372	135387	1
16372	135445	1
16372	135450	1
16372	135570	1
16372	135593	1
16372	135854	1
16372	135871	1
16372	135889	1
16372	136174	1
16372	136915	1
16372	151960	1
16372	167886	1
16372	168574	1
16372	169241	1
16372	169830	1
16372	171126	1
16372	172177	1
16372	177782	1
16372	179683	1
16372	183068	1
16372	186903	1
16372	186993	1
16372	195186	1
16372	242767	1
17644	18062	1
17644	18633	1
17644	22321	1
17644	27817	1
17644	29157	1
17644	29525	1
17644	33876	1
17644	40438	1
17644	44315	1
17644	45341	1
17644	46010	1
17644	46290	1
17644	46492	1
17644	46506	1
17644	51814	1
17644	51945	1
17644	52120	1
17644	52197	1
17644	59189	1
17644	65632	1
17644	65937	1
17644	66358	1
17644	67365	1
17644	68093	1
17644	78392	1
17644	94255	1
17644	96572	1
17644	98638	1
17644	98938	1
17644	100245	1
17644	101820	1
17644	104329	1
17644	131819	1
17644	133848	1
17644	133932	1
17644	134387	1
17644	134394	1
17644	134422	1
17644	134454	1
17644	134475	1
17644	134487	1
17644	134488	1
17644	134541	1
17644	135370	1
17644	135387	1
17644	135445	1
17644	135450	1
17644	135570	1
17644	135593	1
17644	135854	1
17644	135871	1
17644	135889	1
17644	136174	1
17644	136915	1
17644	151960	1
17644	167886	1
17644	168574	1
17644	169241	1
17644	169830	1
17644	171126	1
17644	172177	1
17644	177782	1
17644	179683	1
17644	183068	1
17644	186903	1
17644	186993	1
17644	195186	1
17644	242767	1
18062	18633	1
18062	22321	1
18062	27817	1
18062	29157	1
18062	29525	1
18062	33876	1
18062	40438	1
18062	44315	1
18062	45341	1
18062	46010	1
18062	46290	1
18062	46492	1
18062	46506	1
18062	51814	1
18062	51945	1
18062	52120	1
18062	52197	1
18062	59189	1
18062	65632	1
18062	65937	1
18062	66358	1
18062	67365	1
18062	68093	1
18062	78392	1
18062	94255	1
18062	96572	1
18062	98638	1
18062	98938	1
18062	100245	1
18062	101820	1
18062	104329	1
18062	131819	1
18062	133848	1
18062	133932	1
18062	134387	1
18062	134394	1
18062	134422	1
18062	134454	1
18062	134475	1
18062	134487	1
18062	134488	1
18062	134541	1
18062	135370	1
18062	135387	1
18062	135445	1
18062	135450	1
18062	135570	1
18062	135593	1
18062	135854	1
18062	135871	1
18062	135889	1
18062	136174	1
18062	136915	1
18062	151960	1
18062	167886	1
18062	168574	1
18062	169241	1
18062	169830	1
18062	171126	1
18062	172177	1
18062	177782	1
18062	179683	1
18062	183068	1
18062	186903	1
18062	186993	1
18062	195186	1
18062	242767	1
18633	22321	1
18633	27817	1
18633	29157	1
18633	29525	1
18633	33876	1
18633	40438	1
18633	44315	1
18633	45341	1
18633	46010	1
18633	46290	1
18633	46492	1
18633	46506	1
18633	51814	1
18633	51945	1
18633	52120	1
18633	52197	1
18633	59189	1
18633	65632	1
18633	65937	1
18633	66358	1
18633	67365	1
18633	68093	1
18633	78392	1
18633	94255	1
18633	96572	1
18633	98638	1
18633	98938	1
18633	100245	1
18633	101820	1
18633	104329	1
18633	131819	1
18633	133848	1
18633	133932	1
18633	134387	1
18633	134394	1
18633	134422	1
18633	134454	1
18633	134475	1
18633	134487	1
18633	134488	1
18633	134541	1
18633	135370	1
18633	135387	1
18633	135445	1
18633	135450	1
18633	135570	1
18633	135593	1
18633	135854	1
18633	135871	1
18633	135889	1
18633	136174	1
18633	136915	1
18633	151960	1
18633	167886	1
18633	168574	1
18633	169241	1
18633	169830	1
18633	171126	1
18633	172177	1
18633	177782	1
18633	179683	1
18633	183068	1
18633	186903	1
18633	186993	1
18633	195186	1
18633	242767	1
22321	27817	1
22321	29157	1
22321	29525	1
22321	33876	1
22321	40438	1
22321	44315	1
22321	45341	1
22321	46010	1
22321	46290	1
22321	46492	1
22321	46506	1
22321	51814	1
22321	51945	1
22321	52120	1
22321	52197	1
22321	59189	1
22321	65632	1
22321	65937	1
22321	66358	1
22321	67365	1
22321	68093	1
22321	78392	1
